storyline_id,source_label,source_kind,source_port,source_group,source_index_group,choice_index,choice_text_zh,target_label,target_kind,target_port
storyline_008_6b350e5aaf,CL261_S02_049,ShowChoice,choiceEndPoint,choice,2,2,不上，回房睡觉,S02_C261C_051,PlayVideo_Ordinary,__entryPoint
storyline_008_6b350e5aaf,CL261_S02_049,ShowChoice,choiceEndPoint,choice,1,1,上，他是为我受伤的,S02_C261B_105,PlayVideo_Ordinary,__entryPoint
storyline_008_6b350e5aaf,S02_C261A_050,PlayVideo_Ordinary,__endPoint,,-1,,,S02_106,PlayVideo_Ordinary,__entryPoint
storyline_008_6b350e5aaf,S02_C261B_105,PlayVideo_Ordinary,__endPoint,,-1,,,S02_106,PlayVideo_Ordinary,__entryPoint
storyline_008_6b350e5aaf,S02_106,PlayVideo_Ordinary,__endPoint,,-1,,,QL262_S02_052,PlayVideo_TraceBack,__entryPoint
storyline_008_6b350e5aaf,QL272_S02_082,PlayVideo_TraceBack,endPointSuccess,,-1,,,S02_083,PlayVideo_Ordinary,__entryPoint
storyline_008_6b350e5aaf,CL320_S02_070,ShowChoice,choiceEndPoint,choice,2,2,殿下怎么这么关心我~？,S02_102,PlayVideo_Ordinary,__entryPoint
storyline_008_6b350e5aaf,S02_102,PlayVideo_Ordinary,__endPoint,,-1,,,S02_073,PlayVideo_Ordinary,__entryPoint
storyline_008_6b350e5aaf,QL300_S02_084,PlayVideo_TraceBack,endPointSuccess,,-1,,,S02_085,PlayVideo_Ordinary,__entryPoint
storyline_008_6b350e5aaf,S02_037,PlayVideo_Ordinary,__endPoint,,-1,,,CL232_S02_107,ShowChoice,__entryPoint
storyline_008_6b350e5aaf,CL232_S02_107,ShowChoice,choiceEndPoint,choice,0,0,刺向袁礼臣,B52_S02_C232A_108,PlayVideo_Ordinary,__entryPoint
storyline_008_6b350e5aaf,CL232_S02_107,ShowChoice,choiceEndPoint,choice,1,1,向魏王传递讯号,S02_C232B_109,PlayVideo_Ordinary,__entryPoint
storyline_008_6b350e5aaf,S02_C232B_109,PlayVideo_Ordinary,__endPoint,,-1,,,第十九集 完,EndPoint_SubChapterReport,__entryPoint
storyline_008_6b350e5aaf,B52_S02_C232A_108,PlayVideo_Ordinary,__endPoint,,-1,,,2216,EndPoint_BadEnd_NW,__entryPoint
storyline_008_9fccb45504,S04_C400A_003,PlayVideo_Ordinary,__endPoint,,-1,,,QL410_S04_004,PlayVideo_TraceBack,__entryPoint
storyline_008_9fccb45504,S04_C400D_008,PlayVideo_Ordinary,__endPoint,,-1,,,CL420_S04_009,ShowChoice,__entryPoint
storyline_008_9fccb45504,S04_C420A_010,PlayVideo_Ordinary,__endPoint,,-1,,,S04_013,PlayVideo_Ordinary,__entryPoint
storyline_008_9fccb45504,S04_013,PlayVideo_Ordinary,__endPoint,,-1,,,CL430_S04_014,ShowChoice,__entryPoint
storyline_008_9fccb45504,S04_C420B_011,PlayVideo_Ordinary,__endPoint,,-1,,,S04_013,PlayVideo_Ordinary,__entryPoint
storyline_008_9fccb45504,CL420_S04_009,ShowChoice,choiceEndPoint,choice,1,1,从来都有,S04_C420B_011,PlayVideo_Ordinary,__entryPoint
storyline_008_9fccb45504,CL420_S04_009,ShowChoice,choiceEndPoint,choice,2,2,殿下很在意这个问题的答案吗？,S04_C420C_012,PlayVideo_Ordinary,__entryPoint
storyline_008_9fccb45504,CL420_S04_009,ShowChoice,choiceEndPoint,choice,0,0,沉默,S04_C420A_010,PlayVideo_Ordinary,__entryPoint
storyline_008_9fccb45504,S04_C420C_012,PlayVideo_Ordinary,__endPoint,,-1,,,S04_013,PlayVideo_Ordinary,__entryPoint
storyline_008_9fccb45504,S04_C430A_015,PlayVideo_Ordinary,__endPoint,,-1,,,S04_017,PlayVideo_Ordinary,__entryPoint
storyline_008_9fccb45504,CL430_S04_014,ShowChoice,choiceEndPoint,choice,0,0,被他打动,S04_C430A_015,PlayVideo_Ordinary,__entryPoint
storyline_008_9fccb45504,CL430_S04_014,ShowChoice,choiceEndPoint,choice,1,1,装作感动,S04_C430B_016,PlayVideo_Ordinary,__entryPoint
storyline_008_9fccb45504,S04_C430B_016,PlayVideo_Ordinary,__endPoint,,-1,,,S04_017,PlayVideo_Ordinary,__entryPoint
storyline_008_9fccb45504,S04_C440B_022,PlayVideo_Ordinary,__endPoint,,-1,,,CL460_S04_023,ShowChoice,__entryPoint
storyline_008_9fccb45504,CL440_S04_020,ShowChoice,choiceEndPoint,choice,1,1,用自己的方式助他，等他回来,S04_C440B_022,PlayVideo_Ordinary,__entryPoint
storyline_008_9fccb45504,CL440_S04_020,ShowChoice,choiceEndPoint,choice,0,0,我终于可以离开追寻我的新世界了,S04_C440A_021,PlayVideo_Ordinary,__entryPoint
storyline_008_9fccb45504,S04_C460A_024,PlayVideo_Ordinary,__endPoint,,-1,,,S04_026,PlayVideo_Ordinary,__entryPoint
storyline_008_9fccb45504,S04_026,PlayVideo_Ordinary,__endPoint,,-1,,,CL461_S04_027,ShowChoice,__entryPoint
storyline_008_9fccb45504,CL460_S04_023,ShowChoice,choiceEndPoint,choice,1,1,因为这里有我最在意的人~,S04_C460B_025,PlayVideo_Ordinary,__entryPoint
storyline_008_9fccb45504,CL460_S04_023,ShowChoice,choiceEndPoint,choice,0,0,你助我得到解药，我自当还恩,S04_C460A_024,PlayVideo_Ordinary,__entryPoint
storyline_008_9fccb45504,S04_C460B_025,PlayVideo_Ordinary,__endPoint,,-1,,,S04_026,PlayVideo_Ordinary,__entryPoint
storyline_008_9fccb45504,S04_C461A_028,PlayVideo_Ordinary,__endPoint,,-1,,,S04_038,PlayVideo_Ordinary,__entryPoint
storyline_008_9fccb45504,CL461_S04_027,ShowChoice,choiceEndPoint,choice,0,0,此行，我和你同去,S04_C461A_028,PlayVideo_Ordinary,__entryPoint
storyline_008_9fccb45504,S04_C461C_029,PlayVideo_Ordinary,__endPoint,,-1,,,QL462_S04_030,PlayVideo_TraceBack,__entryPoint
storyline_008_9fccb45504,S04_C470A_041,PlayVideo_Ordinary,__endPoint,,-1,,,S04_084,PlayVideo_Ordinary,__entryPoint
storyline_008_9fccb45504,CL470_S04_040,ShowChoice,choiceEndPoint,choice,1,1,不记得,S04_C470B_042,PlayVideo_Ordinary,__entryPoint
storyline_008_9fccb45504,CL470_S04_040,ShowChoice,choiceEndPoint,choice,0,0,记得,S04_C470A_041,PlayVideo_Ordinary,__entryPoint
storyline_008_9fccb45504,S04_C470B_042,PlayVideo_Ordinary,__endPoint,,-1,,,S04_084,PlayVideo_Ordinary,__entryPoint
storyline_008_9fccb45504,S04_C480A_045,PlayVideo_Ordinary,__endPoint,,-1,,,S04_047,PlayVideo_Ordinary,__entryPoint
storyline_008_9fccb45504,S04_047,PlayVideo_Ordinary,__endPoint,,-1,,,CL481_S04_089,ShowChoice,__entryPoint
storyline_008_9fccb45504,CL480_S04_044,ShowChoice,choiceEndPoint,choice,0,0,魏王殿下,S04_C480A_045,PlayVideo_Ordinary,__entryPoint
storyline_008_9fccb45504,CL480_S04_044,ShowChoice,choiceEndPoint,choice,1,1,长孙太尉余党,S04_C480B_046,PlayVideo_Ordinary,__entryPoint
storyline_008_9fccb45504,S04_C480B_046,PlayVideo_Ordinary,__endPoint,,-1,,,S04_047,PlayVideo_Ordinary,__entryPoint
storyline_008_9fccb45504,CL481_S04_089,ShowChoice,choiceEndPoint,choice,1,1,魏王无力反叛,S04_C481B_091,PlayVideo_Ordinary,__entryPoint
storyline_008_9fccb45504,CL481_S04_089,ShowChoice,choiceEndPoint,choice,0,0,皇位非魏王所求,S04_C481A_090,PlayVideo_Ordinary,__entryPoint
storyline_008_9fccb45504,S04_052,PlayVideo_Ordinary,__endPoint,,-1,,,CL500_S04_053,ShowChoice,__entryPoint
storyline_008_9fccb45504,S04_C500A_054,PlayVideo_Ordinary,__endPoint,,-1,,,S04_056,PlayVideo_Ordinary,__entryPoint
storyline_008_9fccb45504,S04_056,PlayVideo_Ordinary,__endPoint,,-1,,,CL510_S04_057,ShowChoice,__entryPoint
storyline_008_9fccb45504,CL500_S04_053,ShowChoice,choiceEndPoint,choice,1,1,也许没有吧……,S04_C500B_055,PlayVideo_Ordinary,__entryPoint
storyline_008_9fccb45504,CL500_S04_053,ShowChoice,choiceEndPoint,choice,0,0,也许会有吧……,S04_C500A_054,PlayVideo_Ordinary,__entryPoint
storyline_008_9fccb45504,S04_C500B_055,PlayVideo_Ordinary,__endPoint,,-1,,,S04_056,PlayVideo_Ordinary,__entryPoint
storyline_008_9fccb45504,S04_C510A_058,PlayVideo_Ordinary,__endPoint,,-1,,,Q520_S04_059,PlayVideo_TraceBack,__entryPoint
storyline_008_9fccb45504,S04_064,PlayVideo_Ordinary,__endPoint,,-1,,,CL530_S04_065,ShowChoice,__entryPoint
storyline_008_9fccb45504,CL510_S04_057,ShowChoice,choiceEndPoint,choice,0,0,等哪天暮色像今天这般美，而我又很想殿下时,S04_C510A_058,PlayVideo_Ordinary,__entryPoint
storyline_008_9fccb45504,CL510_S04_057,ShowChoice,choiceEndPoint,choice,1,1,很快就回来~,S04_C510B_063,PlayVideo_Ordinary,__entryPoint
storyline_008_9fccb45504,S04_061,PlayVideo_Ordinary,__endPoint,,-1,,,S04_062,PlayVideo_Ordinary,__entryPoint
storyline_008_9fccb45504,S04_060,PlayVideo_Ordinary,__endPoint,,-1,,,S04_062,PlayVideo_Ordinary,__entryPoint
storyline_008_9fccb45504,S04_062,PlayVideo_Ordinary,__endPoint,,-1,,,S04_064,PlayVideo_Ordinary,__entryPoint
storyline_008_9fccb45504,S04_069,PlayVideo_Ordinary,__endPoint,,-1,,,S04_071,PlayVideo_Ordinary,__entryPoint
storyline_008_9fccb45504,S04_070,PlayVideo_Ordinary,__endPoint,,-1,,,S04_071,PlayVideo_Ordinary,__entryPoint
storyline_008_9fccb45504,EntryPoint_ChapterStart,EntryPoint_ChapterStart,__endPoint,,-1,,,S04_001,PlayVideo_TraceBack,__entryPoint
storyline_008_9fccb45504,050后,Function_Storyline_If,endPointTrue,conditionGroup,0,,,S04_051,PlayVideo_Ordinary,__entryPoint
storyline_008_9fccb45504,050后,Function_Storyline_If,endPointElse,,-1,,,S04_052,PlayVideo_Ordinary,__entryPoint
storyline_008_9fccb45504,Q520_S04_059,PlayVideo_TraceBack,endPointSuccess,,-1,,,S04_060,PlayVideo_Ordinary,__entryPoint
storyline_008_9fccb45504,Q520_S04_059,PlayVideo_TraceBack,endPointFail,,-1,,,S04_061,PlayVideo_Ordinary,__entryPoint
storyline_008_9fccb45504,S04_C530A_066,PlayVideo_Ordinary,__endPoint,,-1,,,S04_098,PlayVideo_Ordinary,__entryPoint
storyline_008_9fccb45504,S04_C530B_067,PlayVideo_Ordinary,__endPoint,,-1,,,S04_098,PlayVideo_Ordinary,__entryPoint
storyline_008_9fccb45504,S04_098,PlayVideo_Ordinary,__endPoint,,-1,,,068后,Function_Storyline_If,__entryPoint
storyline_008_9fccb45504,068后,Function_Storyline_If,endPointTrue,conditionGroup,0,,,S04_069,PlayVideo_Ordinary,__entryPoint
storyline_008_9fccb45504,068后,Function_Storyline_If,endPointElse,,-1,,,S04_070,PlayVideo_Ordinary,__entryPoint
storyline_008_9fccb45504,QL462_S04_030,PlayVideo_TraceBack,endPointSuccess,,-1,,,N38_S04_031,PlayVideo_Ordinary,__entryPoint
storyline_008_9fccb45504,S04_001,PlayVideo_TraceBack,__endPoint,,-1,,,CL400_S04_002,ShowChoice,__entryPoint
storyline_008_9fccb45504,CL400_S04_002,ShowChoice,choiceEndPoint,choice,0,0,即刻带走罪证，和蜃楼换解药,S04_C400A_003,PlayVideo_Ordinary,__entryPoint
storyline_008_9fccb45504,CL400_S04_002,ShowChoice,choiceEndPoint,choice,1,1,不带走罪证，舍命全力助魏王,B39_S04_C400A_006,PlayVideo_Ordinary,__entryPoint
storyline_008_9fccb45504,CL400_S04_002,ShowChoice,choiceEndPoint,choice,2,2,和礼泰摊牌，求他去蜃楼取解药,B40_S04_C400C_007,PlayVideo_Ordinary,__entryPoint
storyline_008_9fccb45504,CL400_S04_002,ShowChoice,choiceEndPoint,choice,3,3,赌一把，引他交出罪证换解药,S04_C400D_008,PlayVideo_Ordinary,__entryPoint
storyline_008_9fccb45504,QL410_S04_004,PlayVideo_TraceBack,endPointSuccess,,-1,,,S04_005,PlayVideo_Ordinary,__entryPoint
storyline_008_9fccb45504,B39_S04_C400A_006,PlayVideo_Ordinary,__endPoint,,-1,,,BE39,EndPoint_BadEnd_NW,__entryPoint
storyline_008_9fccb45504,B40_S04_C400C_007,PlayVideo_Ordinary,__endPoint,,-1,,,BE40,EndPoint_BadEnd_NW,__entryPoint
storyline_008_9fccb45504,S04_005,PlayVideo_Ordinary,__endPoint,,-1,,,CL411_S04_077,ShowChoice,__entryPoint
storyline_008_9fccb45504,CL411_S04_077,ShowChoice,choiceEndPoint,choice,0,0,不看,N38_S04_079,PlayVideo_Ordinary,__entryPoint
storyline_008_9fccb45504,CL411_S04_077,ShowChoice,choiceEndPoint,choice,1,1,看,S04_C420B_078,PlayVideo_Ordinary,__entryPoint
storyline_008_9fccb45504,S04_C420B_078,PlayVideo_Ordinary,__endPoint,,-1,,,N38_S04_079,PlayVideo_Ordinary,__entryPoint
storyline_008_9fccb45504,S04_051,PlayVideo_Ordinary,__endPoint,,-1,,,N43_S04_082,PlayVideo_Ordinary,__entryPoint
storyline_008_9fccb45504,N43_S04_082,PlayVideo_Ordinary,__endPoint,,-1,,,NE43,EndPoint_NormalEnd_NW,__entryPoint
storyline_008_9fccb45504,CL461_S04_027,ShowChoice,choiceEndPoint,choice,2,2,看来只有谋反这一条路可走【危】,S04_C461C_029,PlayVideo_Ordinary,__entryPoint
storyline_008_9fccb45504,CL461_S04_027,ShowChoice,choiceEndPoint,choice,1,1,殿下一切小心,H60_S04_083,PlayVideo_Ordinary,__entryPoint
storyline_008_9fccb45504,S04_084,PlayVideo_Ordinary,__endPoint,,-1,,,CL471_S04_085,ShowChoice,__entryPoint
storyline_008_9fccb45504,CL471_S04_085,ShowChoice,choiceEndPoint,choice,0,0,默默旁观,S04_C471A_086,PlayVideo_Ordinary,__entryPoint
storyline_008_9fccb45504,CL471_S04_085,ShowChoice,choiceEndPoint,choice,1,1,我替魏王喝！,S04_C471B_087,PlayVideo_Ordinary,__entryPoint
storyline_008_9fccb45504,CL471_S04_085,ShowChoice,choiceEndPoint,choice,2,2,陛下，我也想要一杯,S04_C471C_088,PlayVideo_Ordinary,__entryPoint
storyline_008_9fccb45504,S04_C471A_086,PlayVideo_Ordinary,__endPoint,,-1,,,S04_043,PlayVideo_Ordinary,__entryPoint
storyline_008_9fccb45504,S04_C471B_087,PlayVideo_Ordinary,__endPoint,,-1,,,S04_043,PlayVideo_Ordinary,__entryPoint
storyline_008_9fccb45504,S04_C471C_088,PlayVideo_Ordinary,__endPoint,,-1,,,S04_043,PlayVideo_Ordinary,__entryPoint
storyline_008_9fccb45504,S04_043,PlayVideo_Ordinary,__endPoint,,-1,,,CL480_S04_044,ShowChoice,__entryPoint
storyline_008_9fccb45504,CL480_S04_044,ShowChoice,choiceEndPoint,choice,2,2,北诏国等番邦诸国,S04_C480C_099,PlayVideo_Ordinary,__entryPoint
storyline_008_9fccb45504,S04_C480C_099,PlayVideo_Ordinary,__endPoint,,-1,,,S04_047,PlayVideo_Ordinary,__entryPoint
storyline_008_9fccb45504,CL481_S04_089,ShowChoice,choiceEndPoint,choice,2,2,魏王已用行动证明了忠心,S04_C481C_092,PlayVideo_Ordinary,__entryPoint
storyline_008_9fccb45504,S04_C481A_090,PlayVideo_Ordinary,__endPoint,,-1,,,S04_093,PlayVideo_Ordinary,__entryPoint
storyline_008_9fccb45504,S04_C481B_091,PlayVideo_Ordinary,__endPoint,,-1,,,S04_093,PlayVideo_Ordinary,__entryPoint
storyline_008_9fccb45504,S04_C481C_092,PlayVideo_Ordinary,__endPoint,,-1,,,S04_093,PlayVideo_Ordinary,__entryPoint
storyline_008_9fccb45504,S04_093,PlayVideo_Ordinary,__endPoint,,-1,,,050后,Function_Storyline_If,__entryPoint
storyline_008_9fccb45504,S04_C510B_063,PlayVideo_Ordinary,__endPoint,,-1,,,Q520_S04_059,PlayVideo_TraceBack,__entryPoint
storyline_008_9fccb45504,S04_017,PlayVideo_Ordinary,__endPoint,,-1,,,小结算,EndPoint_SubChapterReport,__entryPoint
storyline_008_9fccb45504,EntryPoint_SubChapterStart,EntryPoint_SubChapterStart,__endPoint,,-1,,,S04_102,PlayVideo_TraceBack,__entryPoint
storyline_008_9fccb45504,S04_038,PlayVideo_Ordinary,__endPoint,,-1,,,CL470_S04_040,ShowChoice,__entryPoint
storyline_008_9fccb45504,S04_102,PlayVideo_TraceBack,__endPoint,,-1,,,CL440_S04_020,ShowChoice,__entryPoint
storyline_008_9fccb45504,S04_C440A_021,PlayVideo_Ordinary,__endPoint,,-1,,,S04_104,PlayVideo_Ordinary,__entryPoint
storyline_008_9fccb45504,S04_104,PlayVideo_Ordinary,__endPoint,,-1,,,endpoint,EndPoint_FinalReport,__entryPoint
storyline_008_9fccb45504,S04_071,PlayVideo_Ordinary,__endPoint,,-1,,,S04_103,PlayVideo_Ordinary,__entryPoint
storyline_008_9fccb45504,S04_103,PlayVideo_Ordinary,__endPoint,,-1,,,endpoint,EndPoint_FinalReport,__entryPoint
storyline_008_9fccb45504,CL530_S04_065,ShowChoice,choiceEndPoint,choice,0,0,不说真相，她因过错被陛下赐死,S04_C530A_066,PlayVideo_Ordinary,__entryPoint
storyline_008_9fccb45504,CL530_S04_065,ShowChoice,choiceEndPoint,choice,1,1,说出真相，她是被你设计害死,S04_C530B_067,PlayVideo_Ordinary,__entryPoint
storyline_008_9fccb45504,H60_S04_083,PlayVideo_Ordinary,__endPoint,,-1,,,好感度,Function_Storyline_If,__entryPoint
storyline_008_9fccb45504,好感度,Function_Storyline_If,endPointTrue,conditionGroup,0,,,H60_S04_106,PlayVideo_Ordinary,__entryPoint
storyline_008_9fccb45504,好感度,Function_Storyline_If,endPointElse,,-1,,,N61_S04_105,PlayVideo_Ordinary,__entryPoint
storyline_008_9fccb45504,H60_S04_106,PlayVideo_Ordinary,__endPoint,,-1,,,2408,EndPoint_HappyEnd_NW,__entryPoint
storyline_008_9fccb45504,N61_S04_105,PlayVideo_Ordinary,__endPoint,,-1,,,2409,EndPoint_NormalEnd_NW,__entryPoint
storyline_008_9fccb45504,N38_S04_079,PlayVideo_Ordinary,__endPoint,,-1,,,NE38,EndPoint_HappyEnd_NW,__entryPoint
storyline_008_9fccb45504,N38_S04_031,PlayVideo_Ordinary,__endPoint,,-1,,,NE44,EndPoint_BadEnd_NW,__entryPoint
storyline_009_a11568e081,010_C100B_034,PlayVideo_Ordinary,__endPoint,,-1,,,CL110_010_036,ShowChoice,__entryPoint
storyline_009_a11568e081,"回宫计划
开始",EntryPoint_ChapterStart,__endPoint,,-1,,,010_001,PlayVideo_TraceBack,__entryPoint
storyline_009_a11568e081,010_004,PlayVideo_Ordinary,__endPoint,,-1,,,010_006,PlayVideo_Ordinary,__entryPoint
storyline_009_a11568e081,010_005,PlayVideo_Ordinary,__endPoint,,-1,,,010_006,PlayVideo_Ordinary,__entryPoint
storyline_009_a11568e081,010_006,PlayVideo_Ordinary,__endPoint,,-1,,,QL020_010_007,PlayVideo_TraceBack,__entryPoint
storyline_009_a11568e081,CL050_010_013,ShowChoice,choiceEndPoint,choice,0,0,"请皇后做主,严惩刁奴！",B01_010_C050A_014,PlayVideo_Ordinary,__entryPoint
storyline_009_a11568e081,CL050_010_013,ShowChoice,choiceEndPoint,choice,1,1,我相信玲珑姐姐不是故意的,010_C050B_015,PlayVideo_Ordinary,__entryPoint
storyline_009_a11568e081,CL050_010_013,ShowChoice,choiceEndPoint,choice,2,2,"姨母,我不许你这样说皇后",010_C050C_016,PlayVideo_Ordinary,__entryPoint
storyline_009_a11568e081,CL070_009_020,ShowChoice,choiceEndPoint,choice,0,0,我的这条命早就是皇后的了,010_C070A_021,PlayVideo_Ordinary,__entryPoint
storyline_009_a11568e081,CL070_009_020,ShowChoice,choiceEndPoint,choice,1,1,奴婢着实有些吃不消了,010_C070B_022,PlayVideo_Ordinary,__entryPoint
storyline_009_a11568e081,CL070_009_020,ShowChoice,choiceEndPoint,choice,2,2,我就是喜欢干粗活,010_C070C_023,PlayVideo_Ordinary,__entryPoint
storyline_009_a11568e081,B02_010_024,PlayVideo_Ordinary,__endPoint,,-1,,,BE02,EndPoint_BadEnd,__entryPoint
storyline_009_a11568e081,010_031,PlayVideo_Ordinary,__endPoint,,-1,,,CL100_010_032,ShowChoice,__entryPoint
storyline_009_a11568e081,CL100_010_032,ShowChoice,choiceEndPoint,choice,0,0,"陛下,我想尽快母凭子贵",B04_010_C100A_033,PlayVideo_Ordinary,__entryPoint
storyline_009_a11568e081,CL100_010_032,ShowChoice,choiceEndPoint,choice,1,1,陛下该多陪陪皇后,010_C100B_034,PlayVideo_Ordinary,__entryPoint
storyline_009_a11568e081,CL100_010_032,ShowChoice,choiceEndPoint,choice,2,2,陛下该多陪陪萧舒妃,B03_010_C100C_035,PlayVideo_Ordinary,__entryPoint
storyline_009_a11568e081,B04_010_C100A_033,PlayVideo_Ordinary,__endPoint,,-1,,,BE04,EndPoint_BadEnd,__entryPoint
storyline_009_a11568e081,B03_010_C100C_035,PlayVideo_Ordinary,__endPoint,,-1,,,BE03,EndPoint_BadEnd,__entryPoint
storyline_009_a11568e081,CL110_010_036,ShowChoice,choiceEndPoint,choice,0,0,其实我不愿意陛下去陪皇后,B05_010_C110A_037,PlayVideo_Ordinary,__entryPoint
storyline_009_a11568e081,B05_010_C110A_037,PlayVideo_Ordinary,__endPoint,,-1,,,BE05,EndPoint_BadEnd,__entryPoint
storyline_009_a11568e081,010_C110B_038,PlayVideo_Ordinary,__endPoint,,-1,,,CL120_010_039,ShowChoice,__entryPoint
storyline_009_a11568e081,CL120_010_039,ShowChoice,choiceEndPoint,choice,0,0,主动为礼治布膳,010_C120A_040,PlayVideo_Ordinary,__entryPoint
storyline_009_a11568e081,CL120_010_039,ShowChoice,choiceEndPoint,choice,1,1,等待皇后吩咐,010_C120B_041,PlayVideo_Ordinary,__entryPoint
storyline_009_a11568e081,010_C120A_040,PlayVideo_Ordinary,__endPoint,,-1,,,010_042,PlayVideo_Ordinary,__entryPoint
storyline_009_a11568e081,010_C120B_041,PlayVideo_Ordinary,__endPoint,,-1,,,010_042,PlayVideo_Ordinary,__entryPoint
storyline_009_a11568e081,CL150_010_049,ShowChoice,choiceEndPoint,choice,0,0,主动和高扬打招呼,010_C150A_050,PlayVideo_Ordinary,__entryPoint
storyline_009_a11568e081,CL150_010_049,ShowChoice,choiceEndPoint,choice,1,1,沉默,010_C150B_051,PlayVideo_Ordinary,__entryPoint
storyline_009_a11568e081,010_C150A_050,PlayVideo_Ordinary,__endPoint,,-1,,,010_052,PlayVideo_Ordinary,__entryPoint
storyline_009_a11568e081,010_C150B_051,PlayVideo_Ordinary,__endPoint,,-1,,,010_052,PlayVideo_Ordinary,__entryPoint
storyline_009_a11568e081,010_052,PlayVideo_Ordinary,__endPoint,,-1,,,CL160_010_143,ShowChoice,__entryPoint
storyline_009_a11568e081,CL160_010_143,ShowChoice,choiceEndPoint,choice,0,0,"浅笑,记在心里来日再报",B06_010_C160A_144,PlayVideo_Ordinary,__entryPoint
storyline_009_a11568e081,010_C160B_145,PlayVideo_Ordinary,__endPoint,,-1,,,CL170_010_146,ShowChoice,__entryPoint
storyline_009_a11568e081,CL170_010_146,ShowChoice,choiceEndPoint,choice,0,0,擦,010_C170A_053,PlayVideo_Ordinary,__entryPoint
storyline_009_a11568e081,CL170_010_146,ShowChoice,choiceEndPoint,choice,1,1,不擦,010_C170B_054,PlayVideo_Ordinary,__entryPoint
storyline_009_a11568e081,010_C170A_053,PlayVideo_Ordinary,__endPoint,,-1,,,010_055,PlayVideo_Ordinary,__entryPoint
storyline_009_a11568e081,010_C170B_054,PlayVideo_Ordinary,__endPoint,,-1,,,010_055,PlayVideo_Ordinary,__entryPoint
storyline_009_a11568e081,010_C190A_061,PlayVideo_Ordinary,__endPoint,,-1,,,010_063,PlayVideo_Ordinary,__entryPoint
storyline_009_a11568e081,010_C190B_062,PlayVideo_Ordinary,__endPoint,,-1,,,010_063,PlayVideo_Ordinary,__entryPoint
storyline_009_a11568e081,010_063,PlayVideo_Ordinary,__endPoint,,-1,,,CL200_010_064,ShowChoice,__entryPoint
storyline_009_a11568e081,010_C200A_065,PlayVideo_Ordinary,__endPoint,,-1,,,CL210_010_069,ShowChoice,__entryPoint
storyline_009_a11568e081,010_C200B_066,PlayVideo_Ordinary,__endPoint,,-1,,,CL210_010_069,ShowChoice,__entryPoint
storyline_009_a11568e081,CL210_010_069,ShowChoice,choiceEndPoint,choice,0,0,将此事即刻告知皇后,010_C210A_070,PlayVideo_Ordinary,__entryPoint
storyline_009_a11568e081,CL210_010_069,ShowChoice,choiceEndPoint,choice,1,1,"忘记奇怪的人和事,明天是崭新的",B08_010_C210B_071,PlayVideo_Ordinary,__entryPoint
storyline_009_a11568e081,B08_010_C210B_071,PlayVideo_Ordinary,__endPoint,,-1,,,BE08,EndPoint_BadEnd,__entryPoint
storyline_009_a11568e081,010_072,PlayVideo_Ordinary,__endPoint,,-1,,,B09_010_074,PlayVideo_Ordinary,__entryPoint
storyline_009_a11568e081,010_073,PlayVideo_Ordinary,__endPoint,,-1,,,B19_010_075,PlayVideo_Ordinary,__entryPoint
storyline_009_a11568e081,B09_010_074,PlayVideo_Ordinary,__endPoint,,-1,,,BE09,EndPoint_BadEnd,__entryPoint
storyline_009_a11568e081,B19_010_075,PlayVideo_Ordinary,__endPoint,,-1,,,BE09,EndPoint_BadEnd,__entryPoint
storyline_009_a11568e081,010_076,PlayVideo_Ordinary,__endPoint,,-1,,,CL220_010_078,ShowChoice,__entryPoint
storyline_009_a11568e081,CL220_010_078,ShowChoice,choiceEndPoint,choice,0,0,将错就错，顺势将祸水引给皇后,H10_010_C220A_079,PlayVideo_Ordinary,__entryPoint
storyline_009_a11568e081,CL220_010_078,ShowChoice,choiceEndPoint,choice,1,1,硬刚萧舒妃，力挺皇后清白,010_C220B_080,PlayVideo_Ordinary,__entryPoint
storyline_009_a11568e081,010_077,PlayVideo_Ordinary,__endPoint,,-1,,,010_081,PlayVideo_Ordinary,__entryPoint
storyline_009_a11568e081,010_C220B_080,PlayVideo_Ordinary,__endPoint,,-1,,,010_081,PlayVideo_Ordinary,__entryPoint
storyline_009_a11568e081,010_081,PlayVideo_Ordinary,__endPoint,,-1,,,CL230_010_082,ShowChoice,__entryPoint
storyline_009_a11568e081,CL230_010_082,ShowChoice,choiceEndPoint,choice,0,0,诉说真心,010_C230A_083,PlayVideo_Ordinary,__entryPoint
storyline_009_a11568e081,CL230_010_082,ShowChoice,choiceEndPoint,choice,1,1,欲擒故纵,010_C230B_084,PlayVideo_Ordinary,__entryPoint
storyline_009_a11568e081,010_C230A_083,PlayVideo_Ordinary,__endPoint,,-1,,,010_085,PlayVideo_Ordinary,__entryPoint
storyline_009_a11568e081,010_C230B_084,PlayVideo_Ordinary,__endPoint,,-1,,,010_085,PlayVideo_Ordinary,__entryPoint
storyline_009_a11568e081,010_C240A_090,PlayVideo_Ordinary,__endPoint,,-1,,,010_092,PlayVideo_Ordinary,__entryPoint
storyline_009_a11568e081,010_C240B_091,PlayVideo_Ordinary,__endPoint,,-1,,,010_092,PlayVideo_Ordinary,__entryPoint
storyline_009_a11568e081,010_088,PlayVideo_Ordinary,__endPoint,,-1,,,CL250_010_093,ShowChoice,__entryPoint
